team,date,r,hr,rbi,sb,bb,avg,ops,w,k,era,whip,qs,sv+h,total,bat,pitch,rank,b_rank,p_rank
Ya Gotta Beliebe,2024-06-08,2,2,2,8,1,3,2,3,4,9,4,5,10,55,20,35,12,13,10
Rochelle Rochelle the Musical,2024-06-08,10,7,8,2,9,13,12,8,5,10,4,5,9,102,61,41,5,6,9
HaberMetrics,2024-06-09,3,6,8,1,3,7,5,5,4,9,12,10,1,74,33,41,10,11,9
Boba Chette,2024-06-09,1,1,2,3,8,1,1,1,1,2,2,1,8,32,17,15,14,14,14
Bug Monty,2024-06-09,13,11,7,13,13,14,14,11,12,12,14,9,13,156,85,71,1,1,1
FightinHorse&Buggies,2024-06-09,12,14,12,11,14,9,13,14,9,14,10,14,3,149,85,64,2,1,2
Forever Jung,2024-06-09,7,9,13,12,10,12,10,13,14,5,9,11,11,136,73,63,4,4,3
Friends O'Clyde,2024-06-09,8,7,10,6,6,5,7,6,11,3,3,11,14,97,49,48,8,8,6
Haders gonna Hate,2024-06-09,5,5,5,5,4,7,6,6,2,1,1,2,5,54,37,17,13,9,13
Hobo Ken,2024-06-09,11,13,6,3,11,1,8,3,10,13,10,13,2,104,53,51,6,7,5
Mighty Banshees,2024-06-09,14,12,14,14,5,11,11,12,13,6,6,8,11,137,81,56,3,3,4
Nola's Ark,2024-06-09,9,10,11,8,12,5,9,8,5,6,6,4,7,100,64,36,7,5,10
The Flying Rutschmen,2024-06-09,6,3,4,6,2,10,4,8,8,6,13,7,3,80,35,45,9,10,7
Lux Æterna,2024-06-09,4,4,2,8,6,4,2,2,7,4,4,3,6,56,30,26,11,12,12
Ya Gotta Beliebe,2024-06-09,2,2,1,8,1,3,3,3,3,10,6,4,10,56,20,36,11,13,10
Rochelle Rochelle the Musical,2024-06-09,10,8,8,2,9,13,12,8,6,11,5,6,9,107,62,45,5,6,7
HaberMetrics,2024-06-10,3,6,7,1,3,7,5,5,6,8,12,10,1,74,32,42,10,11,8
Boba Chette,2024-06-10,1,1,4,3,8,1,1,1,1,2,1,1,8,33,19,14,14,14,14
Bug Monty,2024-06-10,13,11,8,13,13,14,14,11,12,13,14,9,13,158,86,72,1,1,1
FightinHorse&Buggies,2024-06-10,12,14,12,10,14,9,13,14,10,14,11,14,3,150,84,66,2,2,2
Forever Jung,2024-06-10,7,7,13,12,10,12,10,13,14,5,10,12,11,136,71,65,4,4,3
Friends O'Clyde,2024-06-10,8,7,10,7,6,6,9,6,11,3,3,11,14,101,53,48,5,7,5
Haders gonna Hate,2024-06-10,5,5,5,5,5,7,6,7,2,1,1,3,5,57,38,19,11,9,13
Hobo Ken,2024-06-10,11,13,6,3,11,1,7,3,8,12,8,13,2,98,52,46,8,8,6
Mighty Banshees,2024-06-10,14,12,14,14,4,11,11,12,13,7,6,8,11,137,80,57,3,3,4
Nola's Ark,2024-06-10,9,10,11,8,12,5,7,7,4,9,8,4,6,100,62,38,7,5,10
The Flying Rutschmen,2024-06-10,6,3,3,6,2,10,4,7,8,6,13,7,3,78,34,44,9,10,7
Lux Æterna,2024-06-10,4,4,2,10,6,3,2,2,6,4,4,2,6,55,31,24,13,12,12
Ya Gotta Beliebe,2024-06-10,2,2,1,8,1,4,3,3,3,10,6,4,10,57,21,36,11,13,11
Rochelle Rochelle the Musical,2024-06-10,10,7,8,2,9,13,12,7,5,10,5,4,9,101,61,40,5,6,9
HaberMetrics,2024-06-11,3,6,7,1,3,6,5,3,5,7,13,10,1,70,31,39,10,11,9
Boba Chette,2024-06-11,1,1,4,3,8,1,1,1,1,2,1,1,7,32,19,13,14,14,14
Bug Monty,2024-06-11,13,11,9,13,13,14,14,11,12,12,13,8,13,156,87,69,1,1,1
FightinHorse&Buggies,2024-06-11,12,14,12,10,14,9,13,14,9,14,11,14,3,149,84,65,2,2,3
Forever Jung,2024-06-11,7,7,13,12,10,12,10,13,14,6,10,12,11,137,71,66,3,4,2
Friends O'Clyde,2024-06-11,10,9,10,6,6,6,9,9,11,3,2,11,14,106,56,50,5,7,5
Haders gonna Hate,2024-06-11,5,5,5,4,5,8,6,10,2,1,2,3,5,61,38,23,11,9,13
Hobo Ken,2024-06-11,11,13,6,4,11,2,8,3,10,13,8,13,2,104,55,49,6,8,6
Mighty Banshees,2024-06-11,14,11,14,14,4,11,11,12,13,7,6,8,12,137,79,58,3,3,4
Nola's Ark,2024-06-11,8,9,11,8,12,5,7,6,3,7,8,4,8,96,60,36,8,6,11
The Flying Rutschmen,2024-06-11,6,3,3,8,2,9,4,6,8,5,12,7,3,76,35,41,9,10,7
Lux Æterna,2024-06-11,4,4,1,10,6,3,1,2,7,4,4,2,6,54,29,25,13,12,12
Ya Gotta Beliebe,2024-06-11,2,2,1,7,1,4,3,3,6,10,6,6,10,61,20,41,11,13,7
Rochelle Rochelle the Musical,2024-06-11,9,8,8,2,9,13,12,6,3,11,5,4,9,99,61,38,7,5,10
HaberMetrics,2024-06-12,3,6,7,1,3,7,5,3,3,8,12,10,1,69,32,37,10,11,11
Boba Chette,2024-06-12,1,1,4,3,7,1,1,1,1,2,1,1,7,31,18,13,14,14,14
Bug Monty,2024-06-12,13,12,9,13,13,14,14,11,12,12,14,9,13,159,88,71,1,1,1
FightinHorse&Buggies,2024-06-12,12,14,12,9,14,9,13,14,8,14,11,14,4,148,83,65,2,2,2
Forever Jung,2024-06-12,7,7,13,12,11,12,10,13,14,6,9,12,10,136,72,64,3,4,3
Friends O'Clyde,2024-06-12,9,10,10,6,8,6,9,7,9,3,2,11,14,104,58,46,6,6,6
Haders gonna Hate,2024-06-12,5,5,5,4,5,8,6,10,2,1,2,2,4,59,38,21,12,9,13
Hobo Ken,2024-06-12,11,13,6,5,10,2,8,5,11,13,9,13,2,108,55,53,5,8,5
Mighty Banshees,2024-06-12,14,11,14,14,4,11,11,12,13,7,6,8,10,135,79,56,4,3,4
Nola's Ark,2024-06-12,9,9,11,9,12,5,7,6,3,9,8,4,8,100,62,38,7,5,10
The Flying Rutschmen,2024-06-12,6,3,3,8,2,10,4,7,10,5,12,7,3,80,36,44,9,10,7
Lux Æterna,2024-06-12,4,3,2,11,6,3,2,2,7,4,4,2,6,56,31,25,13,12,12
Ya Gotta Beliebe,2024-06-12,2,2,1,7,1,3,3,3,5,10,6,5,12,60,19,41,11,13,9
Rochelle Rochelle the Musical,2024-06-12,8,7,7,2,9,13,12,7,6,10,5,5,9,100,58,42,7,6,8
HaberMetrics,2024-06-13,3,6,7,1,3,6,5,3,6,8,12,10,1,71,31,40,10,12,9
Boba Chette,2024-06-13,1,1,4,3,6,1,1,1,1,2,1,1,7,30,17,13,14,14,14
Bug Monty,2024-06-13,13,12,9,13,13,14,14,11,12,12,14,9,13,159,88,71,1,1,1
FightinHorse&Buggies,2024-06-13,12,14,12,9,14,9,13,14,8,14,9,14,4,146,83,63,2,2,3
Forever Jung,2024-06-13,7,7,13,12,11,12,10,13,14,7,9,12,10,137,72,65,4,4,2
Friends O'Clyde,2024-06-13,9,10,10,6,8,7,9,7,10,3,3,11,14,107,59,48,5,7,6
Haders gonna Hate,2024-06-13,5,5,5,4,4,7,6,10,2,1,2,2,4,57,36,21,12,9,13
Hobo Ken,2024-06-13,10,13,6,5,10,1,8,5,11,13,9,13,2,106,53,53,6,8,5
Mighty Banshees,2024-06-13,14,11,14,14,5,11,11,12,13,8,8,8,10,139,80,59,3,3,4
Nola's Ark,2024-06-13,10,9,11,9,12,5,7,5,4,5,5,4,8,94,63,31,8,5,11
The Flying Rutschmen,2024-06-13,6,3,3,8,2,10,4,7,9,5,12,6,3,78,36,42,9,9,8
Lux Æterna,2024-06-13,4,4,2,11,6,3,2,2,7,4,4,2,6,57,32,25,12,11,12
Ya Gotta Beliebe,2024-06-13,2,2,1,6,1,4,3,3,5,11,7,6,12,63,19,44,11,13,7
Rochelle Rochelle the Musical,2024-06-13,8,8,8,2,9,13,12,7,3,10,5,5,9,99,60,39,7,6,10
HaberMetrics,2024-06-14,3,6,8,1,3,6,5,3,7,7,12,10,1,72,32,40,10,12,9
Boba Chette,2024-06-14,1,1,4,3,6,1,1,1,1,2,1,1,7,30,17,13,14,14,14
Bug Monty,2024-06-14,13,12,9,13,13,14,14,11,12,12,14,9,13,159,88,71,1,1,1
FightinHorse&Buggies,2024-06-14,12,14,12,9,14,9,13,14,8,14,10,13,5,147,83,64,2,2,3
Forever Jung,2024-06-14,7,7,13,12,10,12,10,13,14,7,9,12,10,136,71,65,4,4,2
Friends O'Clyde,2024-06-14,9,10,10,6,6,8,9,5,10,3,3,11,14,104,58,46,6,6,7
Haders gonna Hate,2024-06-14,5,5,5,4,4,6,6,10,2,1,2,3,3,56,35,21,12,9,13
Hobo Ken,2024-06-14,10,13,6,5,11,2,8,5,11,13,10,13,3,110,55,55,5,8,5
Mighty Banshees,2024-06-14,14,11,14,14,5,11,10,12,13,9,8,8,11,140,79,61,3,3,4
Nola's Ark,2024-06-14,10,9,11,9,12,5,7,4,3,5,5,4,7,91,63,28,8,5,11
The Flying Rutschmen,2024-06-14,6,3,3,6,2,10,4,5,9,6,13,5,2,74,34,40,9,10,9
Lux Æterna,2024-06-14,4,4,2,11,8,3,2,2,5,4,4,2,5,56,34,22,12,10,12
Ya Gotta Beliebe,2024-06-14,2,2,1,6,1,4,3,5,6,11,7,7,11,66,19,47,11,13,6
Rochelle Rochelle the Musical,2024-06-14,8,7,7,2,9,13,12,9,4,10,6,5,9,101,58,43,7,6,8
HaberMetrics,2024-06-15,3,6,8,1,3,7,6,3,6,8,12,10,1,74,34,40,9,9,9
Boba Chette,2024-06-15,1,1,4,3,9,2,1,1,1,2,1,1,7,34,21,13,14,13,14
Bug Monty,2024-06-15,13,12,9,13,13,14,14,11,12,12,14,9,13,159,88,71,1,1,1
FightinHorse&Buggies,2024-06-15,12,14,12,8,14,9,13,13,8,14,11,13,5,146,82,64,2,2,2
Forever Jung,2024-06-15,8,8,12,12,10,12,10,13,14,7,8,12,10,136,72,64,4,4,2
Friends O'Clyde,2024-06-15,9,10,10,8,7,8,9,6,10,3,3,11,14,108,61,47,5,6,7
Haders gonna Hate,2024-06-15,4,4,4,4,4,6,5,10,2,1,2,3,3,52,31,21,13,12,13
Hobo Ken,2024-06-15,10,12,6,5,11,1,8,5,11,13,10,13,3,108,53,55,5,8,5
Mighty Banshees,2024-06-15,14,11,14,14,4,11,10,12,13,9,8,7,12,139,78,61,3,3,4
Nola's Ark,2024-06-15,11,9,11,8,12,5,7,4,3,4,5,4,7,90,63,27,8,5,11
The Flying Rutschmen,2024-06-15,6,3,3,7,2,9,4,6,9,6,12,5,2,74,34,40,9,9,9
Lux Æterna,2024-06-15,4,4,2,11,6,4,2,2,4,5,4,2,5,55,33,22,12,11,12
Ya Gotta Beliebe,2024-06-15,2,1,1,6,1,3,2,8,7,10,6,7,11,65,16,49,11,14,6
Rochelle Rochelle the Musical,2024-06-15,7,7,7,2,8,13,12,9,5,10,6,6,9,101,56,45,7,7,8
HaberMetrics,2024-06-16,3,6,7,1,2,6,5,3,5,8,14,10,1,71,30,41,10,12,9
Boba Chette,2024-06-16,2,1,5,3,9,1,3,1,1,2,1,1,6,36,24,12,14,13,14
Bug Monty,2024-06-16,13,13,9,13,13,14,14,11,12,9,12,7,13,153,89,64,1,1,3
FightinHorse&Buggies,2024-06-16,12,14,13,6,14,9,13,13,8,14,6,14,5,141,81,60,3,2,4
Forever Jung,2024-06-16,8,8,12,12,10,12,10,13,14,7,9,12,10,137,72,65,4,4,2
Friends O'Clyde,2024-06-16,9,10,10,6,7,8,9,8,11,3,3,11,14,109,59,50,5,6,6
Haders gonna Hate,2024-06-16,4,4,4,6,4,5,4,10,2,1,1,3,3,51,31,20,13,11,13
Hobo Ken,2024-06-16,10,12,5,4,11,1,8,4,10,13,9,13,3,103,51,52,6,8,5
Mighty Banshees,2024-06-16,14,11,14,14,5,11,12,12,13,10,11,9,11,147,81,66,2,2,1
Nola's Ark,2024-06-16,11,9,11,10,12,6,7,4,3,4,5,4,6,92,66,26,8,5,11
The Flying Rutschmen,2024-06-16,6,3,3,4,2,9,6,6,9,6,12,5,2,73,33,40,9,10,10
Lux Æterna,2024-06-16,5,5,2,11,6,4,2,2,5,4,4,2,6,58,35,23,12,9,12
Ya Gotta Beliebe,2024-06-16,1,1,1,6,1,3,1,7,7,11,6,7,12,64,14,50,11,14,6
Rochelle Rochelle the Musical,2024-06-16,7,7,8,2,8,12,11,8,4,12,6,6,9,100,55,45,7,7,8
HaberMetrics,2024-06-17,3,6,7,1,3,7,5,3,6,8,14,10,1,74,32,42,9,11,9
Boba Chette,2024-06-17,1,1,5,3,8,1,2,1,1,2,1,1,8,35,21,14,14,13,14
Bug Monty,2024-06-17,13,13,9,13,13,14,14,11,12,11,12,8,13,156,89,67,1,1,1
FightinHorse&Buggies,2024-06-17,12,14,13,9,14,9,13,13,8,14,8,13,5,145,84,61,3,2,4
Forever Jung,2024-06-17,8,8,12,12,10,13,10,13,14,7,8,12,10,137,73,64,4,4,3
Friends O'Clyde,2024-06-17,10,10,10,6,7,8,9,8,11,3,3,10,14,109,60,49,5,6,6
Haders gonna Hate,2024-06-17,4,4,4,6,4,5,4,10,2,1,1,3,3,51,31,20,13,12,13
Hobo Ken,2024-06-17,9,12,5,4,11,2,8,5,10,13,8,13,4,104,51,53,6,8,5
Mighty Banshees,2024-06-17,14,11,14,14,5,11,12,12,13,10,11,9,11,147,81,66,2,3,2
Nola's Ark,2024-06-17,11,9,11,10,12,5,7,3,3,4,5,4,5,89,65,24,8,5,11
The Flying Rutschmen,2024-06-17,6,3,3,4,2,10,5,5,9,6,12,5,2,72,33,39,10,10,10
Lux Æterna,2024-06-17,5,4,2,11,6,4,2,2,7,4,4,2,5,58,34,24,12,9,11
Ya Gotta Beliebe,2024-06-17,2,2,1,6,1,3,1,7,5,11,6,7,12,64,16,48,11,14,7
Rochelle Rochelle the Musical,2024-06-17,7,7,8,2,8,12,11,9,4,9,6,6,9,98,55,43,7,7,8
HaberMetrics,2024-06-18,3,6,7,1,3,8,5,3,6,8,14,10,1,75,33,42,9,11,8
Boba Chette,2024-06-18,1,1,5,3,9,1,2,1,1,2,2,1,8,37,22,15,14,13,14
Bug Monty,2024-06-18,13,13,9,13,13,14,14,11,12,11,12,8,13,156,89,67,1,1,1
FightinHorse&Buggies,2024-06-18,12,14,13,7,14,9,13,13,9,14,9,14,6,147,82,65,2,2,3
Forever Jung,2024-06-18,8,8,12,12,10,13,10,14,14,7,6,12,10,136,73,63,4,4,4
Friends O'Clyde,2024-06-18,9,10,9,5,7,6,9,8,11,3,2,11,14,104,55,49,6,6,6
Haders gonna Hate,2024-06-18,4,4,4,7,4,6,5,10,2,1,1,2,2,52,34,18,13,10,13
Hobo Ken,2024-06-18,10,12,6,5,11,2,8,6,10,13,9,13,4,109,54,55,5,8,5
Mighty Banshees,2024-06-18,13,11,14,14,5,11,12,12,13,10,11,9,11,146,80,66,3,3,2
Nola's Ark,2024-06-18,11,9,11,9,12,5,7,4,4,5,5,5,5,92,64,28,8,5,11
The Flying Rutschmen,2024-06-18,6,3,3,4,2,10,4,4,8,6,12,4,2,68,32,36,10,12,10
Lux Æterna,2024-06-18,5,5,2,11,6,4,2,2,7,4,4,2,6,60,35,25,12,9,12
Ya Gotta Beliebe,2024-06-18,2,2,1,9,1,3,1,7,5,12,6,7,11,67,19,48,11,14,7
Rochelle Rochelle the Musical,2024-06-18,7,7,8,2,8,12,11,8,3,9,6,6,9,96,55,41,7,6,9
HaberMetrics,2024-06-19,3,6,7,1,2,8,6,4,5,8,13,10,1,74,33,41,10,10,8
Boba Chette,2024-06-19,1,1,5,3,9,1,1,1,1,2,2,1,8,36,21,15,14,14,14
Bug Monty,2024-06-19,13,13,9,13,13,14,14,11,12,10,13,7,13,155,89,66,1,1,1
FightinHorse&Buggies,2024-06-19,12,14,13,8,14,9,13,13,8,14,8,14,5,145,83,62,3,2,3
Forever Jung,2024-06-19,8,8,12,12,10,12,10,13,14,7,6,12,10,134,72,62,4,4,3
Friends O'Clyde,2024-06-19,9,10,9,5,8,6,9,7,11,3,2,11,14,104,56,48,6,6,7
Haders gonna Hate,2024-06-19,4,4,4,8,4,6,4,7,2,1,1,2,3,50,34,16,13,9,13
Hobo Ken,2024-06-19,10,12,5,7,11,2,8,10,10,13,8,13,4,113,55,58,5,7,5
Mighty Banshees,2024-06-19,13,11,14,14,5,11,12,12,13,11,11,8,11,146,80,66,2,3,1
Nola's Ark,2024-06-19,11,9,11,6,12,5,7,3,4,4,5,4,5,86,61,25,8,5,12
The Flying Rutschmen,2024-06-19,6,2,3,4,3,10,4,5,9,6,12,4,2,70,32,38,11,12,10
Lux Æterna,2024-06-19,5,5,1,11,6,3,2,2,6,5,4,2,7,59,33,26,12,10,11
Ya Gotta Beliebe,2024-06-19,2,3,2,10,1,3,3,5,7,12,8,8,12,76,24,52,9,13,6
Rochelle Rochelle the Musical,2024-06-19,7,7,7,2,6,13,11,7,3,9,6,6,9,93,53,40,7,8,9
HaberMetrics,2024-06-20,3,6,7,1,2,7,6,6,6,8,14,10,1,77,32,45,9,12,8
Boba Chette,2024-06-20,1,1,5,3,9,1,1,1,1,2,2,1,8,36,21,15,14,14,14
Bug Monty,2024-06-20,13,13,10,13,13,14,14,11,12,11,13,7,13,157,90,67,1,1,1
FightinHorse&Buggies,2024-06-20,12,14,13,9,14,9,13,14,8,14,7,14,5,146,84,62,2,2,4
Forever Jung,2024-06-20,9,7,12,12,10,12,10,13,14,7,7,12,10,135,72,63,4,4,3
Friends O'Clyde,2024-06-20,8,10,9,5,6,6,9,7,11,3,2,11,14,101,53,48,6,7,7
Haders gonna Hate,2024-06-20,4,4,2,8,4,7,4,10,2,1,1,3,3,53,33,20,13,9,13
Hobo Ken,2024-06-20,10,11,6,7,11,2,8,9,10,12,9,13,3,111,55,56,5,6,5
Mighty Banshees,2024-06-20,14,12,14,14,5,11,12,12,12,10,11,8,11,146,82,64,2,3,2
Nola's Ark,2024-06-20,11,9,11,6,12,5,7,3,4,4,5,4,6,87,61,26,8,5,11
The Flying Rutschmen,2024-06-20,6,2,4,4,3,10,4,4,9,6,12,4,2,70,33,37,11,9,10
Lux Æterna,2024-06-20,5,5,1,11,6,3,2,2,5,5,4,2,6,57,33,24,12,9,12
Ya Gotta Beliebe,2024-06-20,2,3,3,9,1,3,3,4,7,12,9,9,11,76,24,52,10,13,6
Rochelle Rochelle the Musical,2024-06-20,7,7,8,2,6,12,11,7,3,9,6,6,9,93,53,40,7,7,9
HaberMetrics,2024-06-21,3,6,7,1,2,7,5,6,6,9,14,10,1,77,31,46,9,11,8
Boba Chette,2024-06-21,1,1,5,3,9,1,1,1,1,2,2,1,6,34,21,13,14,14,14
Bug Monty,2024-06-21,13,13,10,13,13,14,14,11,12,11,13,7,13,157,90,67,1,1,1
FightinHorse&Buggies,2024-06-21,12,14,13,8,14,9,13,14,8,14,8,13,5,145,83,62,3,2,3
Forever Jung,2024-06-21,8,7,12,12,10,12,10,13,14,6,7,12,10,133,71,62,4,4,3
Friends O'Clyde,2024-06-21,9,10,9,5,7,8,9,7,11,3,2,11,14,105,57,48,6,7,7
Haders gonna Hate,2024-06-21,4,3,2,7,4,6,4,9,2,1,1,3,3,49,30,19,13,12,13
Hobo Ken,2024-06-21,10,12,5,10,11,2,8,9,10,12,9,13,4,115,58,57,5,6,5
Mighty Banshees,2024-06-21,14,11,14,14,5,11,11,12,13,10,11,8,12,146,80,66,2,3,2
Nola's Ark,2024-06-21,11,9,11,5,12,5,7,3,3,4,5,4,6,85,60,25,8,5,11
The Flying Rutschmen,2024-06-21,6,2,4,4,3,10,6,5,9,7,12,4,2,74,35,39,11,9,10
Lux Æterna,2024-06-21,5,5,1,11,8,3,1,2,5,4,4,2,6,57,34,23,12,10,12
Ya Gotta Beliebe,2024-06-21,2,4,3,8,1,4,3,4,7,12,9,9,11,77,25,52,9,13,6
Rochelle Rochelle the Musical,2024-06-21,7,8,8,2,6,13,12,7,4,8,6,6,9,96,56,40,7,8,9
HaberMetrics,2024-06-22,3,6,7,1,2,6,4,6,7,11,14,10,1,78,29,49,9,12,6
Boba Chette,2024-06-22,1,1,4,3,9,1,1,1,1,3,2,1,6,34,20,14,14,14,14
Bug Monty,2024-06-22,13,13,10,12,13,14,14,11,12,10,13,7,13,155,89,66,1,1,1
FightinHorse&Buggies,2024-06-22,12,14,13,7,13,9,13,14,8,14,10,14,5,146,81,65,2,2,2
Forever Jung,2024-06-22,8,7,12,12,10,11,10,12,14,6,6,12,10,130,70,60,4,4,4
Friends O'Clyde,2024-06-22,9,10,9,5,6,8,9,6,11,2,2,11,14,102,56,46,6,7,8
Haders gonna Hate,2024-06-22,4,3,2,7,4,6,4,6,2,1,1,3,3,46,30,16,13,11,13
Hobo Ken,2024-06-22,10,12,6,10,11,2,8,6,10,13,8,13,4,113,59,54,5,6,5
Mighty Banshees,2024-06-22,14,11,14,14,5,11,11,13,13,9,10,8,12,145,80,65,3,3,2
Nola's Ark,2024-06-22,11,9,11,5,12,5,7,3,3,5,5,5,8,89,60,29,8,5,11
The Flying Rutschmen,2024-06-22,6,2,4,4,3,10,6,4,9,7,12,4,2,73,35,38,11,9,9
Lux Æterna,2024-06-22,5,5,1,11,8,3,2,2,5,4,4,2,6,58,35,23,12,9,12
Ya Gotta Beliebe,2024-06-22,2,3,3,9,1,4,3,4,6,12,8,9,10,74,25,49,10,13,6
Rochelle Rochelle the Musical,2024-06-22,7,7,8,2,7,13,12,6,3,8,6,6,9,94,56,38,7,7,9
HaberMetrics,2024-06-23,3,6,7,1,2,8,6,6,7,11,14,10,1,82,33,49,9,11,7
Boba Chette,2024-06-23,1,1,5,3,9,1,1,1,1,2,1,1,6,33,21,12,14,14,14
Bug Monty,2024-06-23,13,13,11,12,14,14,14,11,12,10,13,7,13,157,91,66,1,1,1
FightinHorse&Buggies,2024-06-23,12,14,13,7,13,9,13,13,8,14,10,13,5,144,81,63,3,2,3
Forever Jung,2024-06-23,9,7,12,13,10,12,10,12,14,6,6,12,10,133,73,60,4,4,4
Friends O'Clyde,2024-06-23,8,9,9,5,6,7,9,6,11,2,1,10,14,97,53,44,7,8,8
Haders gonna Hate,2024-06-23,4,3,2,7,4,5,4,6,2,1,1,3,3,45,29,16,13,12,13
Hobo Ken,2024-06-23,10,11,6,10,11,2,7,6,10,12,7,14,4,110,57,53,5,6,5
Mighty Banshees,2024-06-23,14,11,14,14,5,11,11,13,13,9,11,7,12,145,80,65,2,3,2
Nola's Ark,2024-06-23,11,10,10,6,11,5,8,3,3,5,5,4,8,89,61,28,8,5,11
The Flying Rutschmen,2024-06-23,6,2,4,4,3,10,5,5,9,7,12,4,2,73,34,39,11,10,10
Lux Æterna,2024-06-23,5,5,1,11,8,3,2,2,5,4,4,2,6,58,35,23,12,9,12
Ya Gotta Beliebe,2024-06-23,2,4,3,9,1,4,3,4,6,13,9,9,11,78,26,52,10,13,6
Rochelle Rochelle the Musical,2024-06-23,7,7,8,2,7,12,12,10,4,8,7,6,9,99,55,44,6,7,8
HaberMetrics,2024-06-24,3,6,7,1,2,8,6,6,7,11,14,10,1,82,33,49,9,10,7
Boba Chette,2024-06-24,1,1,3,3,9,1,1,1,1,3,1,1,5,31,19,12,14,14,14
Bug Monty,2024-06-24,13,13,10,12,13,14,14,11,11,10,13,8,13,155,89,66,1,1,1
FightinHorse&Buggies,2024-06-24,12,14,13,7,13,9,13,14,8,14,10,13,5,145,81,64,2,2,3
Forever Jung,2024-06-24,9,8,12,13,10,13,11,12,14,6,6,12,10,136,76,60,4,4,4
Friends O'Clyde,2024-06-24,10,9,9,5,6,7,9,9,11,2,1,11,14,103,55,48,6,7,8
Haders gonna Hate,2024-06-24,4,2,1,8,4,5,4,6,2,1,1,3,3,44,28,16,13,12,13
Hobo Ken,2024-06-24,8,11,5,11,12,2,7,6,10,12,7,13,4,108,56,52,5,6,5
Mighty Banshees,2024-06-24,14,12,14,14,5,11,10,13,13,9,11,7,12,145,80,65,2,3,2
Nola's Ark,2024-06-24,11,10,11,6,11,5,8,3,3,5,5,4,8,90,62,28,8,5,11
The Flying Rutschmen,2024-06-24,7,2,6,3,3,10,5,5,9,7,12,4,2,75,36,39,10,9,10
Lux Æterna,2024-06-24,5,5,1,10,7,3,2,2,5,4,4,2,7,57,33,24,12,10,12
Ya Gotta Beliebe,2024-06-24,2,2,3,9,1,4,3,3,6,13,9,8,11,74,24,50,11,13,6
Rochelle Rochelle the Musical,2024-06-24,6,7,8,2,7,12,11,10,4,8,7,6,9,97,53,44,7,8,9
HaberMetrics,2024-06-25,3,6,7,1,2,8,6,6,7,10,14,10,1,81,33,48,9,11,7
Boba Chette,2024-06-25,1,1,4,3,9,1,1,1,1,3,1,1,5,32,20,12,14,14,14
Bug Monty,2024-06-25,14,13,10,12,14,14,14,11,11,10,13,8,13,157,91,66,1,1,1
FightinHorse&Buggies,2024-06-25,12,14,13,6,13,8,13,14,8,14,10,13,6,144,79,65,2,2,2
Forever Jung,2024-06-25,10,8,12,12,10,13,12,12,14,6,6,12,10,137,77,60,4,3,4
Friends O'Clyde,2024-06-25,8,9,9,5,6,7,8,9,12,2,3,11,14,103,52,51,6,8,6
Haders gonna Hate,2024-06-25,4,4,1,9,5,5,4,6,2,1,1,3,3,48,32,16,13,12,13
Hobo Ken,2024-06-25,9,11,6,11,12,2,7,6,10,13,7,13,4,111,58,53,5,6,5
Mighty Banshees,2024-06-25,13,11,14,14,4,11,10,13,13,9,11,7,12,142,77,65,3,3,2
Nola's Ark,2024-06-25,11,10,10,7,11,5,8,4,4,5,5,5,7,92,62,30,8,5,11
The Flying Rutschmen,2024-06-25,7,2,5,4,3,10,4,5,9,7,11,4,2,73,35,38,10,9,10
Lux Æterna,2024-06-25,5,5,2,10,7,3,2,2,5,4,4,2,7,58,34,24,12,10,12
Ya Gotta Beliebe,2024-06-25,2,3,3,8,1,4,3,3,6,10,7,9,10,69,24,45,11,13,8
Rochelle Rochelle the Musical,2024-06-25,6,7,8,2,7,12,11,10,3,8,7,6,9,96,53,43,7,7,9
HaberMetrics,2024-06-26,4,6,8,1,2,9,6,6,6,13,14,10,1,86,36,50,9,9,6
Boba Chette,2024-06-26,1,1,4,3,9,1,2,1,1,3,1,1,5,33,21,12,14,14,14
Bug Monty,2024-06-26,13,13,11,12,14,14,14,11,11,12,13,8,13,159,91,68,1,1,1
FightinHorse&Buggies,2024-06-26,12,14,13,6,13,8,13,13,6,14,10,13,6,141,79,62,3,2,3
Forever Jung,2024-06-26,10,8,12,13,10,13,12,13,14,6,7,12,10,140,78,62,4,4,3
Friends O'Clyde,2024-06-26,9,9,7,5,6,6,7,9,12,2,3,10,14,99,49,50,6,8,6
Haders gonna Hate,2024-06-26,3,4,1,8,5,6,5,6,2,1,1,3,3,48,32,16,13,12,13
Hobo Ken,2024-06-26,8,11,6,10,12,2,9,6,10,11,7,13,4,109,58,51,5,6,5
Mighty Banshees,2024-06-26,14,11,14,14,4,11,11,12,13,9,11,7,12,143,79,64,2,2,2
Nola's Ark,2024-06-26,11,10,10,8,11,5,7,4,3,5,5,5,7,91,62,29,8,5,11
The Flying Rutschmen,2024-06-26,7,2,5,3,3,10,4,5,9,7,12,4,2,73,34,39,10,10,10
Lux Æterna,2024-06-26,5,5,2,10,8,3,1,2,5,4,4,2,8,59,34,25,12,10,12
Ya Gotta Beliebe,2024-06-26,2,2,3,7,1,4,3,3,8,10,7,9,10,69,22,47,11,13,8
Rochelle Rochelle the Musical,2024-06-26,6,7,9,1,7,12,10,10,3,8,6,6,9,94,52,42,7,7,9
HaberMetrics,2024-06-27,4,6,9,2,2,9,6,6,7,13,14,10,1,89,38,51,9,9,6
